player_visible,visibility_score,player_distance,noise_level,paranoia_level,has_investigation_target,action
0.0,0.0558,32.3135,0.0564,0.5479,0.0,alert
1.0,0.4975,35.341,0.4777,0.62,1.0,investigate
0.0,0.0847,43.7828,0.0584,0.7428,0.0,alert
0.0,0.6572,70.6741,0.0419,0.0991,0.0,patrol
0.0,0.0303,45.3208,0.3407,0.5152,1.0,investigate
1.0,0.6877,146.1698,0.0132,0.896,0.0,chase
0.0,0.6926,107.4686,0.2722,0.8864,1.0,chase
0.0,0.0583,55.804,0.0,0.9281,0.0,alert
0.0,0.7505,56.6007,0.0,0.0,0.0,patrol
0.0,0.0641,65.9123,0.0,0.402,0.0,alert
0.0,0.0356,69.2966,0.0866,0.6745,0.0,alert
0.0,0.013,104.6527,0.1445,0.4001,1.0,investigate
1.0,0.6165,198.1689,0.3146,0.9295,1.0,chase
0.0,0.8528,29.6415,0.0,0.1378,0.0,patrol
0.0,0.7334,53.9308,0.0,0.0522,0.0,patrol
0.0,0.1403,48.3434,0.0,0.4335,0.0,alert
0.0,0.7366,47.8885,0.0,0.0882,0.0,patrol
1.0,0.6462,53.4885,0.3261,0.5296,1.0,chase
0.0,0.0386,70.4039,0.0,0.4274,0.0,alert
0.0,0.4189,203.8264,0.3256,0.5229,1.0,investigate
0.0,0.7793,42.2087,0.0,0.149,0.0,patrol
0.0,0.029,61.5795,0.0,0.3051,0.0,alert
0.0,0.1491,39.5479,0.0,0.896,0.0,alert
1.0,0.4865,171.8995,0.0062,0.75,1.0,chase
0.0,0.6455,70.8228,0.0174,0.2516,0.0,patrol
0.0,0.1035,55.5682,0.4327,0.613,1.0,investigate
1.0,0.6048,178.9565,0.2405,0.5905,0.0,chase
0.0,0.0646,57.1882,0.0489,0.7187,0.0,alert
1.0,0.8872,167.6821,0.3174,0.9704,1.0,chase
0.0,0.751,41.1637,0.0,0.2681,0.0,patrol
0.0,0.6514,67.8318,0.1142,0.0498,0.0,patrol
0.0,0.6783,72.29,0.026,0.2692,0.0,patrol
0.0,0.7567,49.3862,0.0,0.2182,0.0,patrol
0.0,0.042,45.5135,0.0,0.7055,0.0,alert
0.0,0.1852,191.4711,0.214,0.4419,1.0,investigate
0.0,0.0258,63.4777,0.0,0.772,0.0,alert
0.0,0.6835,68.1019,0.0394,0.1109,0.0,patrol
0.0,0.7023,59.6834,0.0,0.2361,0.0,patrol
0.0,0.1174,46.1121,0.0062,0.7758,0.0,alert
0.0,0.6634,67.5739,0.044,0.2159,0.0,patrol
1.0,0.6252,168.9319,0.1275,0.7978,1.0,chase
0.0,0.7326,61.3205,0.0412,0.1994,0.0,patrol
0.0,0.679,57.2686,0.0,0.014,0.0,patrol
0.0,0.0642,75.7355,0.0804,0.6666,0.0,alert
1.0,0.867,121.9105,0.212,0.6008,1.0,chase
0.0,0.1791,166.1008,0.551,0.676,1.0,investigate
1.0,0.6171,122.2063,0.4699,0.3363,1.0,chase
1.0,0.5628,186.3389,0.1287,0.8051,1.0,chase
0.0,0.0451,224.7702,0.0,0.3221,1.0,investigate
0.0,0.6561,67.1503,0.0135,0.0086,0.0,patrol
0.0,0.4044,202.5513,0.4255,0.633,1.0,investigate
0.0,0.7126,60.3478,0.0186,0.1666,0.0,patrol
1.0,0.6773,142.3777,0.276,0.6779,1.0,chase
1.0,0.6109,148.5774,0.277,0.6499,1.0,chase
0.0,0.0109,116.0052,0.3204,0.52,1.0,investigate
1.0,0.8261,146.7737,0.4799,0.4919,1.0,chase
0.0,0.0688,65.6178,0.0,0.8332,0.0,alert
1.0,0.6205,175.6746,0.2693,0.868,1.0,chase
0.0,0.6133,75.2091,0.0662,0.1021,0.0,patrol
1.0,0.6195,107.6434,0.5312,0.454,1.0,chase
0.0,0.0606,60.3195,0.5271,0.659,1.0,investigate
1.0,0.6915,134.4251,0.3098,0.3774,1.0,chase
1.0,0.4952,115.4326,0.3703,0.3372,0.0,chase
0.0,0.1193,197.608,0.2028,0.4719,1.0,investigate
1.0,0.3345,129.0651,0.4502,0.6275,1.0,investigate
0.0,0.7425,53.491,0.005,0.1078,0.0,patrol
0.0,0.0363,44.2022,0.0,0.4818,0.0,alert
0.0,0.7258,55.9896,0.0,0.2546,0.0,patrol
0.0,0.8477,32.6101,0.0,0.158,0.0,patrol
1.0,0.7383,67.5748,0.1786,0.6832,1.0,chase
0.0,0.7626,44.6181,0.0043,0.0166,0.0,patrol
0.0,0.3846,115.2014,0.4857,0.6446,1.0,investigate
0.0,0.7495,51.9689,0.0351,0.2247,0.0,patrol
1.0,0.8029,105.6877,0.3474,0.3759,1.0,chase
0.0,0.6476,73.5398,0.0228,0.0456,0.0,patrol
0.0,0.7783,38.4694,0.0,0.1979,0.0,patrol
1.0,0.8354,39.7024,0.0985,0.4752,1.0,chase
0.0,0.002,52.1134,0.0838,0.969,0.0,alert
0.0,0.1181,64.1755,0.0,0.715,0.0,alert
0.0,0.7987,47.3419,0.0024,0.0365,0.0,patrol
0.0,0.0724,215.6574,0.4899,0.6195,1.0,investigate
0.0,0.6595,69.377,0.0,0.1667,0.0,patrol
0.0,0.0,196.3631,0.1783,0.4204,1.0,investigate
0.0,0.6956,61.5978,0.0618,0.237,0.0,patrol
0.0,0.0425,30.7518,0.0,0.4951,0.0,alert
0.0,0.7504,55.6667,0.0569,0.2332,0.0,patrol
0.0,0.712,57.1654,0.0448,0.0833,0.0,patrol
0.0,0.122,33.3334,0.0,0.8453,0.0,alert
0.0,0.8002,40.0327,0.0,0.2342,0.0,patrol
0.0,0.0912,41.528,0.0752,0.7526,0.0,alert
1.0,0.1606,189.0856,0.4147,0.5914,1.0,investigate
0.0,0.676,65.899,0.0811,0.007,0.0,patrol
0.0,0.7573,49.1404,0.0268,0.2513,0.0,patrol
1.0,0.181,219.9085,0.3204,0.5242,1.0,investigate
0.0,0.1898,34.9607,0.0231,0.3216,0.0,alert
1.0,0.4594,108.2101,0.368,0.9227,1.0,chase
0.0,0.0457,46.2315,0.0196,0.4988,0.0,alert
0.0,0.6857,59.7711,0.0,0.0301,0.0,patrol
0.0,0.0623,67.1315,0.0,0.832,0.0,alert
1.0,0.5672,46.7318,0.388,0.6281,1.0,chase
0.0,0.0805,62.811,0.2107,0.4259,1.0,investigate
0.0,0.2738,176.1867,0.5583,0.7359,0.0,investigate
0.0,0.0896,50.5137,0.0,0.8254,0.0,alert
1.0,0.8737,139.3473,0.4255,0.7023,1.0,chase
0.0,0.7777,46.8825,0.0,0.1316,0.0,patrol
0.0,0.7356,54.039,0.0,0.2594,0.0,patrol
0.0,0.3059,74.547,0.4408,0.6125,1.0,investigate
1.0,0.5004,107.1052,0.1446,0.4054,1.0,chase
1.0,0.7093,72.7814,0.2629,0.403,1.0,chase
0.0,0.0,53.9622,0.0389,0.4582,0.0,alert
0.0,0.2416,74.0126,0.3198,0.5265,1.0,investigate
0.0,0.6677,66.5457,0.0373,0.0372,0.0,patrol
0.0,0.7095,56.7142,0.0,0.2869,0.0,patrol
0.0,0.1176,124.5604,0.5685,0.7156,1.0,investigate
0.0,0.1103,72.9235,0.0,0.5651,0.0,alert
1.0,0.8116,178.7427,0.3809,0.488,1.0,chase
0.0,0.7242,51.5168,0.0303,0.1862,0.0,patrol
0.0,0.8163,44.7332,0.0182,0.2701,0.0,patrol
1.0,0.5491,145.2607,0.4991,0.6203,1.0,investigate
0.0,0.1392,49.7681,0.0605,0.8111,0.0,alert
0.0,0.9058,31.2573,0.0736,0.0081,0.0,patrol
1.0,0.509,227.3796,0.2064,0.4458,0.0,investigate
0.0,0.7937,43.107,0.0,0.1063,0.0,patrol
1.0,0.6937,99.9772,0.254,0.6431,1.0,chase
0.0,0.7573,51.1865,0.0,0.1197,0.0,patrol
0.0,0.3126,151.8564,0.1776,0.4225,1.0,investigate
0.0,0.0906,48.2983,0.0143,0.703,0.0,alert
0.0,0.0392,76.3784,0.0,0.9393,0.0,alert
0.0,0.7767,51.8969,0.0439,0.1517,0.0,patrol
0.0,0.6555,68.3812,0.0,0.0493,0.0,patrol
0.0,0.7459,48.6035,0.0,0.2134,0.0,patrol
0.0,0.7655,47.5854,0.0227,0.2655,0.0,patrol
1.0,0.7378,106.6939,0.4759,0.8732,1.0,chase
1.0,0.852,111.0923,0.5475,0.4068,1.0,chase
1.0,0.4893,169.7348,0.4535,0.6185,1.0,investigate
1.0,0.5228,157.9465,0.1318,0.7235,1.0,chase
1.0,0.8635,180.3909,0.3153,0.4831,1.0,chase
1.0,0.4796,161.953,0.1412,0.4115,1.0,investigate
1.0,0.7115,99.1893,0.129,0.5978,1.0,chase
0.0,0.1677,60.5592,0.0318,0.717,0.0,alert
0.0,0.6808,61.3843,0.0073,0.0432,0.0,patrol
1.0,0.7687,65.3124,0.0676,0.9327,1.0,chase
0.0,0.2977,87.8058,0.0933,0.3767,1.0,investigate
0.0,0.0665,63.1333,0.0462,0.4279,0.0,alert
0.0,0.0213,145.081,0.4091,0.6082,1.0,investigate
0.0,0.1609,63.4758,0.0,0.2998,0.0,alert
0.0,0.6706,70.7742,0.0117,0.0,0.0,patrol
1.0,0.8125,96.7817,0.0588,0.7488,1.0,chase
0.0,0.8445,37.9614,0.0459,0.2502,0.0,patrol
0.0,0.201,183.7446,0.2726,0.4959,1.0,investigate
0.0,0.7444,116.0099,0.1945,0.553,0.0,chase
0.0,0.2052,47.2411,0.1828,0.4109,1.0,investigate
0.0,0.8322,32.5746,0.0,0.0,0.0,patrol
0.0,0.059,55.3073,0.0031,0.7433,0.0,alert
0.0,0.0446,53.6757,0.0157,0.4797,0.0,alert
0.0,0.6878,146.9915,0.0437,0.587,1.0,chase
0.0,0.7911,34.43,0.0,0.1785,0.0,patrol
0.0,0.6789,62.0784,0.0231,0.2238,0.0,patrol
0.0,0.1842,32.358,0.1761,0.4025,0.0,investigate
0.0,0.043,42.3984,0.0378,0.9515,0.0,alert
0.0,0.0,45.911,0.0,0.8789,0.0,alert
1.0,0.5727,192.9499,0.2579,0.7703,1.0,chase
0.0,0.8519,28.8757,0.0159,0.1588,0.0,patrol
0.0,0.699,56.8099,0.0,0.1011,0.0,patrol
0.0,0.0952,45.8486,0.0127,0.6353,0.0,alert
1.0,0.7691,152.4629,0.5085,0.8159,1.0,chase
0.0,0.8403,38.4392,0.0297,0.133,0.0,patrol
0.0,0.8357,35.1924,0.068,0.115,0.0,patrol
0.0,0.0402,87.6327,0.1642,0.4078,1.0,investigate
1.0,0.6885,161.332,0.1195,0.9316,1.0,chase
0.0,0.8638,36.0447,0.0361,0.0,0.0,patrol
0.0,0.8022,38.4528,0.0021,0.0562,0.0,patrol
0.0,0.6724,66.1737,0.0,0.102,0.0,patrol
0.0,0.3156,53.5215,0.2211,0.468,1.0,investigate
0.0,0.4144,161.8935,0.2209,0.463,1.0,investigate
0.0,0.2493,94.9391,0.0,0.3206,1.0,investigate
0.0,0.2441,94.9052,0.2143,0.4499,1.0,investigate
0.0,0.6997,54.7959,0.0292,0.2301,0.0,patrol
0.0,0.8274,40.6287,0.0195,0.023,0.0,patrol
0.0,0.1682,70.6082,0.0121,0.7113,0.0,alert
0.0,0.4098,40.5029,0.2441,0.4669,1.0,investigate
1.0,0.5445,119.3115,0.0,0.3429,1.0,chase
0.0,0.1752,60.8982,0.0105,0.5546,0.0,alert
0.0,0.8342,33.0377,0.0266,0.0169,0.0,patrol
0.0,0.0339,40.8032,0.0631,0.3877,0.0,alert
0.0,0.3163,183.6518,0.5267,0.6748,1.0,investigate
0.0,0.7478,49.1495,0.0,0.0157,0.0,patrol
1.0,0.6503,156.9587,0.4953,0.5672,0.0,chase
1.0,0.732,105.0601,0.5709,0.8057,1.0,chase
1.0,0.6837,124.0892,0.3905,0.4173,1.0,chase
0.0,0.8001,38.6335,0.0,0.1825,0.0,patrol
0.0,0.1547,71.1531,0.0,0.9025,0.0,alert
0.0,0.1155,62.6259,0.0107,0.3392,0.0,alert
1.0,0.8016,177.5908,0.088,0.6766,1.0,chase
0.0,0.4102,186.1996,0.391,0.5832,1.0,investigate
0.0,0.7121,60.6982,0.0842,0.2033,0.0,patrol
0.0,0.0694,73.5357,0.0,0.7028,0.0,alert
0.0,0.1064,63.9574,0.0139,0.6611,0.0,alert
0.0,0.0999,72.0563,0.0069,0.7533,0.0,alert
0.0,0.0462,41.6992,0.0,0.5628,0.0,alert
0.0,0.7274,52.7557,0.0046,0.1812,0.0,patrol
0.0,0.8336,36.7396,0.0,0.1017,0.0,patrol
0.0,0.0549,54.7777,0.0361,0.9449,0.0,alert
1.0,0.6599,45.982,0.3757,0.6181,1.0,chase
0.0,0.0031,56.1832,0.0369,0.5707,0.0,alert
0.0,0.6628,74.4188,0.0261,0.131,0.0,patrol
1.0,0.7202,101.0595,0.2232,0.8335,1.0,chase
0.0,0.1104,60.5643,0.0014,0.9553,0.0,alert
0.0,0.029,66.6988,0.0442,0.6596,0.0,alert
1.0,0.7205,118.6754,0.3926,0.6162,1.0,chase
0.0,0.0995,43.0122,0.0054,0.8752,0.0,alert
0.0,0.7527,51.7391,0.0026,0.1917,0.0,patrol
0.0,0.1772,162.4272,0.2783,0.5356,1.0,investigate
0.0,0.0302,74.0105,0.0,0.6267,0.0,alert
1.0,0.7576,184.6136,0.46,0.5741,0.0,chase
0.0,0.6965,50.0269,0.0668,0.1615,0.0,patrol
0.0,0.1739,58.2843,0.0426,0.2996,1.0,investigate
0.0,0.2911,89.7757,0.5139,0.6357,0.0,investigate
1.0,0.5634,70.8014,0.3659,0.7708,1.0,chase
0.0,0.1252,122.0767,0.2597,0.4666,1.0,investigate
0.0,0.1925,208.2469,0.0455,0.2996,1.0,investigate
0.0,0.709,61.3962,0.0,0.0099,0.0,patrol
0.0,0.6647,72.2115,0.0,0.0185,0.0,patrol
0.0,0.7346,50.4968,0.0562,0.0668,0.0,patrol
0.0,0.3871,218.5158,0.2122,0.4476,1.0,investigate
0.0,0.0363,128.1793,0.4052,0.6213,1.0,investigate
1.0,0.3031,124.6259,0.3564,0.573,1.0,investigate
0.0,0.0233,53.1328,0.0,0.6496,0.0,alert
0.0,0.0085,99.8008,0.2199,0.4487,1.0,investigate
0.0,0.18,55.9833,0.3941,0.5888,1.0,investigate
0.0,0.0747,62.877,0.0034,0.564,0.0,alert
1.0,0.6257,189.3891,0.3824,0.5883,1.0,chase
1.0,0.5051,153.4432,0.206,0.4311,1.0,investigate
1.0,0.6393,175.6422,0.0,0.3775,1.0,chase
1.0,0.4666,191.4855,0.2092,0.4251,1.0,investigate
1.0,0.7918,189.7655,0.3039,0.393,1.0,chase
1.0,0.5864,35.331,0.4513,0.6251,1.0,chase
1.0,0.6935,200.4502,0.2048,0.8594,1.0,chase
0.0,0.3825,118.4486,0.3397,0.5259,1.0,investigate
1.0,0.0219,39.4255,0.1708,0.4402,0.0,investigate
0.0,0.7001,54.9387,0.3561,0.34,1.0,chase
0.0,0.7655,42.9501,0.0,0.1892,0.0,patrol
0.0,0.7818,42.4559,0.0,0.1035,0.0,patrol
1.0,0.7017,32.7685,0.1503,0.5523,1.0,chase
1.0,0.3271,105.7753,0.4381,0.5894,1.0,investigate
0.0,0.4275,190.6014,0.4534,0.6304,1.0,investigate
0.0,0.847,32.8937,0.0,0.0952,0.0,patrol
1.0,0.7825,130.718,0.1509,0.4337,1.0,chase
0.0,0.6497,72.3992,0.0018,0.177,0.0,patrol
0.0,0.0,185.6865,0.1588,0.3994,1.0,investigate
0.0,0.7644,47.0814,0.0,0.0289,0.0,patrol
1.0,0.7138,182.3435,0.4924,0.3193,1.0,chase
1.0,0.5538,47.5948,0.0,0.398,1.0,chase
0.0,0.1425,59.0564,0.0,0.6144,0.0,alert
0.0,0.243,115.4859,0.1934,0.4624,1.0,investigate
0.0,0.042,65.1851,0.0,0.6543,0.0,alert
0.0,0.7421,59.9642,0.0,0.1442,0.0,patrol
0.0,0.7172,58.2005,0.0,0.0911,0.0,patrol
0.0,0.1754,63.116,0.0754,0.6996,0.0,alert
0.0,0.8033,37.3573,0.0,0.0507,0.0,patrol
1.0,0.5062,111.7777,0.1664,0.3906,1.0,investigate
0.0,0.8245,33.7306,0.0458,0.0571,0.0,patrol
0.0,0.7315,50.8228,0.0372,0.0792,0.0,patrol
0.0,0.0588,64.6296,0.0,0.4641,0.0,alert
0.0,0.2511,39.0827,0.4685,0.6203,0.0,investigate
0.0,0.0451,92.5566,0.1298,0.3744,1.0,investigate
0.0,0.1092,61.9342,0.0,0.9304,0.0,alert
0.0,0.0641,45.051,0.0798,0.4879,0.0,alert
0.0,0.0702,154.9246,0.221,0.457,1.0,investigate
1.0,0.4872,51.2638,0.1181,0.3496,1.0,chase
0.0,0.8302,40.4422,0.0186,0.1191,0.0,patrol
0.0,0.1742,151.1441,0.0,0.2996,1.0,investigate
0.0,0.2665,52.7605,0.0888,0.3262,1.0,investigate
1.0,0.6036,143.144,0.0819,0.5828,1.0,chase
0.0,0.7369,58.4243,0.0305,0.1053,0.0,patrol
1.0,0.5937,133.614,0.1169,0.6637,1.0,chase
0.0,0.7818,45.394,0.0,0.1369,0.0,patrol
0.0,0.6444,70.6412,0.0146,0.1428,0.0,patrol
0.0,0.7769,42.7152,0.0495,0.3243,0.0,patrol
0.0,0.6554,69.117,0.0,0.1989,0.0,patrol
0.0,0.1166,52.5593,0.0484,0.6036,0.0,alert
0.0,0.0039,70.4044,0.4693,0.6427,0.0,investigate
0.0,0.0857,56.0729,0.0536,0.395,0.0,alert
1.0,0.5884,130.8954,0.1585,0.9284,1.0,chase
0.0,0.2096,66.4607,0.0342,0.927,0.0,alert
0.0,0.6539,68.8736,0.0247,0.054,0.0,patrol
1.0,0.4208,162.4073,0.346,0.5297,1.0,chase
0.0,0.737,51.662,0.0464,0.1755,0.0,patrol
0.0,0.3235,109.9777,0.0883,0.3446,1.0,investigate
0.0,0.0279,64.9201,0.0,0.4515,0.0,alert
0.0,0.6358,74.3809,0.0,0.1824,0.0,patrol
0.0,0.8292,31.9461,0.0,0.0094,0.0,patrol
1.0,0.8234,184.647,0.3126,0.5587,1.0,chase
1.0,0.8292,133.0499,0.5992,0.6695,1.0,chase
0.0,0.7818,37.6014,0.0699,0.132,0.0,patrol
0.0,0.1204,60.932,0.0,0.4158,0.0,alert
0.0,0.8231,33.5693,0.0301,0.1955,0.0,patrol
0.0,0.1333,48.8104,0.0,0.3096,0.0,alert
0.0,0.7647,50.8762,0.0432,0.2771,0.0,patrol
0.0,0.4152,167.4073,0.3914,0.5991,1.0,investigate
1.0,0.5707,134.1674,0.41,0.622,1.0,chase
1.0,0.5707,171.2467,0.4079,0.94,1.0,chase
0.0,0.0169,74.3443,0.0232,0.6725,0.0,alert
0.0,0.1313,196.5194,0.2152,0.4464,1.0,investigate
0.0,0.1285,56.563,0.0064,0.8666,0.0,alert
1.0,0.8315,138.4133,0.4299,0.4582,1.0,chase
0.0,0.0085,36.7529,0.0087,0.9865,0.0,alert
0.0,0.4073,47.9624,0.0,0.2996,0.0,investigate
0.0,0.0448,146.0388,0.0337,0.3333,1.0,investigate
0.0,0.672,65.657,0.0112,0.1337,0.0,patrol
0.0,0.6922,60.7418,0.0237,0.0355,0.0,patrol
0.0,0.6539,69.0939,0.0,0.1591,0.0,patrol
1.0,0.6511,58.8054,0.5336,0.3819,1.0,chase
0.0,0.0867,47.0706,0.0344,0.7634,0.0,alert
0.0,0.7779,161.2154,0.3944,0.5803,1.0,chase
1.0,0.7973,140.2752,0.3931,0.8273,1.0,chase
0.0,0.0407,226.4398,0.093,0.3723,1.0,investigate
0.0,0.0697,69.4399,0.0072,0.9819,0.0,alert
0.0,0.7531,50.9844,0.0476,0.1954,0.0,patrol
0.0,0.2318,198.5768,0.5484,0.6654,1.0,investigate
0.0,0.1699,63.5118,0.0057,0.9318,0.0,alert
0.0,0.2653,135.528,0.5604,0.6986,1.0,investigate
0.0,0.1504,177.9916,0.0665,0.3515,1.0,investigate
1.0,0.4638,79.2636,0.2381,0.4571,0.0,investigate
1.0,0.7988,183.5705,0.2737,0.3414,1.0,chase
0.0,0.8225,36.4016,0.0178,0.0122,0.0,patrol
1.0,0.7346,107.9365,0.2184,0.6076,1.0,chase
1.0,0.4846,149.4617,0.3129,0.5245,0.0,investigate
0.0,0.7149,51.4038,0.0613,0.2601,0.0,patrol
0.0,0.171,60.8907,0.0,0.577,0.0,alert
0.0,0.0307,207.2142,0.352,0.5068,1.0,investigate
0.0,0.7117,57.8978,0.0096,0.1947,0.0,patrol
0.0,0.8285,38.4884,0.0153,0.2371,0.0,patrol
1.0,0.7776,168.7986,0.3594,0.941,1.0,chase
0.0,0.068,43.6977,0.0,0.9889,0.0,alert
0.0,0.0993,47.0735,0.0295,0.3396,1.0,investigate
0.0,0.2773,107.0254,0.333,0.5013,1.0,investigate
1.0,0.8311,108.4185,0.5008,0.9247,1.0,chase
0.0,0.2451,62.0794,0.4262,0.5667,0.0,investigate
0.0,0.3291,124.1178,0.4149,0.6385,1.0,investigate
0.0,0.4053,76.3904,0.2504,0.5009,1.0,investigate
0.0,0.743,49.3331,0.0233,0.0277,0.0,patrol
0.0,0.117,55.0986,0.192,0.4331,1.0,investigate
0.0,0.31,40.3659,0.3428,0.5567,0.0,investigate
0.0,0.692,67.0824,0.031,0.151,0.0,patrol
0.0,0.0354,53.5177,0.0319,0.2897,0.0,alert
0.0,0.2041,60.5349,0.3941,0.597,1.0,investigate
1.0,0.6646,55.5207,0.3828,0.5857,1.0,chase
1.0,0.7526,148.3004,0.4445,0.8603,1.0,chase
0.0,0.3456,164.0341,0.4462,0.6167,1.0,investigate
0.0,0.0,137.1278,0.4449,0.5975,1.0,investigate
0.0,0.82,36.8775,0.0,0.0481,0.0,patrol
0.0,0.3211,41.7975,0.1589,0.4301,1.0,investigate
0.0,0.0114,53.2057,0.0,0.4999,0.0,alert
0.0,0.0756,38.6162,0.0,0.9391,0.0,alert
1.0,0.3897,96.9181,0.137,0.4269,1.0,investigate
1.0,0.4809,66.7513,0.3315,0.5184,1.0,investigate
0.0,0.6933,61.6518,0.0,0.1474,0.0,patrol
0.0,0.2678,48.4479,0.4596,0.618,1.0,investigate
1.0,0.6448,121.4024,0.5298,0.8205,1.0,chase
0.0,0.1075,33.8326,0.0163,0.9914,0.0,alert
0.0,0.7596,54.4617,0.0,0.0397,0.0,patrol
0.0,0.7405,64.6104,0.0132,0.2806,0.0,patrol
